Watershed,Site,SampleDate,Organization,UseOrder,Protocol,HitchDate,Hitch,Crew,VisitPhase,VisitStatus,VisitID,Panel,Category,StreamName,VisitObjective,SideChannel,VisitYear,x_albers,y_albers,LON_DD,LAT_DD,Stream,Elev_M,Block,OwnerType,ValleyClass,Channel_Type,Strah,HUC4,HUC5,HUC6,LEVEL3_NM,LEVEL4_NM,CEC_L1,CEC_L2,Ppt,CUMDRAINAG,NatClass,DistClass,DistPrin1,NatPrin1,NatPrin2,MeanU,Metric #,ModelVersion,GenerationDate,SlowWater_Area,SlowWater_Ct,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Vol,FstNT_Pct,Grad,Sin,Lgth_Wet,Area_Wet,Area_Bf,WetVol,WetWdth_Int,DetrendElev_SD,BfWdthInt,DpthThlwg_UF_CV,BfVol,Lgth_WetChnl,WetBraid,Lgth_BfChnl,BfBraid,Wet_QIsland_Ct,Bf_QIsland_Ct,DpthWet_SD,BfWdth_CV,BfWdth_Avg,BfWDRat_CV,BfWDRat_Avg,WetWdth_CV,WetWdth_Avg,WetWDRat_CV,WetWDRat_Avg,DpthBf_Max,DpthBf_Avg,BfSCWdth,WetSCWdth,SlowWater_Freq,FstTurb_Freq,FstNT_Freq,DpthThlwg_Avg,PoolResidDpth,WetSCL_Area,SCSm_Area,WetSC_Pct,SCSm_Freq,SCSm_Ct,SCSm_Vol,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_WetFstNT,DriftBioMass,RipCovCanNone,Ucut_Area,SolarSummr_Avg,RipCovUstoryNone,RipCovGrndNone,SubEstGrvl,FishCovLW,SubEstSandFines,LWFreq_Wet,FishCovTVeg,FishCovArt,FishCovNone,LWFreq_Bf,FishCovAqVeg,SubEstBldr,SubEstCbl,FishCovTotal,UcutLgth_Pct,UcutArea_Pct,SC_Area,SC_Area_Pct,ChnlUnitTotal_Ct,LWVol_BfFstNT,RS_name,Geo_Cond,CU_Ct,CU_Freq
Methow,CBW05583-081177,2017-07-22,Terraqua Inc.,5,CHaMP 2014,2017-07-05,Methow_2017,van den Broek Crew,Data Approved,Released to Public,4844,Rotating Panel 1,Depositional-Public,Twisp River,Primary Visit,<none>,2017,-1807658.65545,3053861.69194,-120.43397,48.38139,Twisp River,785.16,Rotating Panel 1 - Depositional-Public,Public Lands,Depositional,Confined,3,17020008,1702000805,170200080507,77,77e,6,6.2,8.51,192.01401,MT - II.B.1.a,I.B.2,-0.39,-1.93,-0.19,159.55,2560112,0.0.4,NA,974.7575,3,597.6727,17.9628,3110.8685,6,943.0658,57.3269,1232.9498,2,473.1066,22.7207,1.2709,1.2888,372.7338,5426.5544,7080.7944,2025.3663,14.5588,1.3537,18.6505,0.3676,5195.4004,372.7338,1,379.6577,1,0,0,0.2622,0.2766,17.8288,0.3961,23.3934,0.2783,13.901,0.5389,38.0007,2.4781,0.7338,NA,NA,0.8049,1.6097,0.5366,0.6595,0.8977,0,107.9694,1.9897,0.2683,1,11.521,2.7891,1.9286,5.0949,28,101,242,2.6667,4.8296,79.1,36,13,21,15.5,11,42,63.5,23.1362,38.8456,4.945,5.9542,15.2905,0.8979,NA,83,14.23,51.524,58,84.5,26.3973,2.8403,5.8982,9.9267,5.5041,0,91.6557,18.7802,0,22.2511,43.8037,8.3443,4.4133,0.2622,120,2.2114,11,3.937,pcv_lowSin_planControlled_dfp,good,11,2.9511678307682323
Methow,CBW05583-187337,2017-07-07,Terraqua Inc.,1,CHaMP 2014,2017-07-05,Methow_2017,van den Broek Crew,Data Approved,Released to Public,4845,Rotating Panel 1,Source-Private,South Fork Gold Creek,Primary Visit,<none>,2017,-1790543.79192,3026385.64372,-120.12027,48.17932,South Fork Gold Creek,468.37,Rotating Panel 1 - Source-Private,Private Lands,Source,Step-pool,3,17020008,1702000807,170200080703,77,77e,6,6.2,4.21,72.715,MT - I.A.2,I.B.2,-0.33,-1.28,0.06,10.38,2560113,0.0.4,NA,0,0,0,0,635.6041,4,171.0675,100,0,0,0,0,4.6568,1.0612,119.8022,635.6041,808.9116,171.0675,5.3054,0.5536,6.7704,0.2172,366.7316,119.8022,1,119.478,1,0,0,0.1501,0.3075,6.491,0.4348,13.7957,0.2393,5.0877,0.4319,17.3353,1.0508,0.449,NA,NA,0,3.3388,0,0.4664,NA,0,0,0,0,0,0,0.7516,13.2209,25.0393,1,129,319,NA,NA,129.6,68,7,3.5,3,0.5,18,28,1.0294,4.1015,0,0,1.0294,0,NA,92.5,1.22,55.5692,82,97,12.2948,0,1.3032,4.1735,2.3442,0,97.6558,22.5371,0,45.5904,40.8116,2.3442,1.6193,0.1919,0,0,4,0,cv_occ_floodplain_pockets,good,4,3.338836849406772
Methow,CBW05583-249113,2017-09-10,Terraqua Inc.,7,CHaMP 2014,2017-07-05,Methow_2017,van den Broek Crew,Data Approved,Released to Public,4846,Rotating Panel 1,Depositional-Private,Chewuch River,Primary Visit,<none>,2017,-1786730.67904,3061211.19517,-120.18795,48.49408,Chewuch River,545.66,Rotating Panel 1 - Depositional-Private,Private Lands,Depositional,Island_braided,5,17020008,1702000804,170200080408,10,10m,10,10.1,3.95,1333.89795,MT - I.A.1,II.B.1,1.59,0.1,0.03,467.79999,2560114,0.0.4,NA,2016.8383,2,1192.6129,13.8411,8694.1321,4,2348.1961,59.6659,3860.3925,2,1382.4058,26.493,0.5322,1.1262,589.2805,14571.3646,18965.6014,4923.2147,24.7274,0.7882,32.5386,0.6416,15102.561600000001,589.2805,1,582.8654,1,0,0,0.233,0.172,32.4909,0.307,38.0107,0.2391,24.6416,0.4974,71.5904,3.2644,0.8083,NA,NA,0.3394,0.6788,0.3394,0.6239,1.1675,0,0,0,0,0,0,2.0878,14.1528,18.3991,0.5741,100,302,16.3333,22.5,131.6,64,9.5,7,31.5,16,28,54,1.1111,7.2527,0.1597,3.974,0.8984,0.053,NA,89.5,2.82,74.5718,72,68.5,17.4738,0,16.6196,1.0182,0.1786,0,99.8214,3.2243,0,22.197,28.8193,0.1786,0.6364,0.0194,0,0,8,0.2338,pcv_fan/terrace_controlled_dfp,moderate,8,1.3575877701705725
Methow,CBW05583-361417,2017-10-07,Terraqua Inc.,8,CHaMP 2014,2017-07-05,Methow_2017,van den Broek Crew,Data Approved,Released to Public,4847,Rotating Panel 1,Depositional-Private,Methow River,Primary Visit,<none>,2017,-1785553.38897,3036027.73616,-120.08811,48.27539,Methow River,436.51,Rotating Panel 1 - Depositional-Private,Private Lands,Depositional,Confined,6,17020008,1702000806,170200080610,10,10m,10,10.1,3.72,3770.09497,MT - I.A.1,II.B.1,2.35,0.82,-0.15,1709.5,2560115,0.0.4,NA,17734.9985,2,14624.9028,70.5196,6668.7333,1,2026.3958,26.5168,745.311,1,480.7796,2.9636,0.2274,1.2881,562.5211,25149.0428,34831.8047,17132.0825,44.7077,1.2755,62.8713,0.6169,44627.683,562.5211,1,554.0171,1,0,0,0.541,0.1734,57.1402,0.5843,50.469,0.2245,38.9218,0.6283,73.5265,4.4669,1.2813,NA,NA,0.3555,0.1778,0.1778,1.1128,3.1491,745.311,0,2.9636,0,0,0,15.9535,9.7174,12.3234,26,62,149,1,1,180.3,76,7,4,38.5,35,22,32.5,15.5312,50.602,15.5312,46.1106,0,0,NA,93,9.07,85.0837,78,61.5,24.6674,0.6035,9.8811,1.7777,0,0,99.3965,20.6214,0,13.5515,46.055,0.6035,1.3777,0.0361,0,0,4,0.9548,pcv_fan/terrace_controlled_dfp,moderate,4,0.711084437543765
Methow,CBW05583-409033,2017-09-11,Terraqua Inc.,10,CHaMP 2014,2017-07-05,Methow_2017,van den Broek Crew,Data Approved,Released to Public,4848,Rotating Panel 1,Depositional-Private,Methow River,Primary Visit,<none>,2017,-1783234.71958,3038020.43494,-120.06482,48.29818,Methow River,442.06,Rotating Panel 1 - Depositional-Private,Private Lands,Depositional,Confined,6,17020008,1702000806,170200080610,10,10m,10,10.1,3.79,3665.91504,MT - I.A.1,II.B.1,2.35,0.82,-0.15,1694.66003,2560116,0.0.4,NA,910.9289,1,586.4148,3.8194,828.9596,1,203.0641,3.4758,22109.8746,1,10838.0313,92.7048,0.1636,1.0498,594.7706,23849.7631,30581.4978,11627.5112,40.0991,1.0029,49.2877,0.3329,NA,594.7706,1,620.4696,1,0,0,0.2861,0.1683,51.4579,0.2567,51.5586,0.2396,39.512,0.4769,78.3013,NA,NA,NA,NA,0.1681,0.1681,0.1681,0.9267,1.0343,0,0,0,0,0,0,6.2932,3.2325,6.2473,33,77,149,3.8665,8.4882,158.4,64,4,3.5,5,4.5,11,16,1.4519,5.9286,0.0984,0.0984,0.0391,1.3144,NA,95.5,0,77.9302,89,95,24.6524,0.3819,5.2082,1.1769,0,0,100,6.0528,0,19.4099,50.7295,0.3819,0,0,0,0,3,5.7777,pcv_fan/terrace_controlled_dfp,moderate,3,0.5043961487000199
Yankee Fork,YFI00001-001971,2017-07-31,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4862,"Step Panel 2016,2017,2020",Reconnection-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1479458.60322,2520083.69745,-114.73061,44.35427,Yankee Fork,1916,"Step Panel 2016,2017,2020 - Reconnection-Treatment",Private Lands,Depositional,Confined,4,17060201,1706020105,170602010505,16,16k,6,6.2,22.44,273.074,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,76.99,2560117,0.0.4,NA,775.2876,4,429.2393,18.3032,1274.9435,4,399.9728,30.0993,1047.4684,4,394.526,24.729,0.817,1.2886,309.903,4236.3019,7308.5621,1581.6306,13.6698,1.0454,23.932,0.4412,4082.3334,545.9314,1.7616,525.0056,1.7191,1,1,0.2502,0.3751,15.8261,0.5563,22.7312,0.2395,10.0957,0.3635,27.5839,2.9171,0.5979,11.231,4.7652,1.2907,1.2907,1.2907,0.6013,0.7087,0,1138.0974,26.8686,0.3227,1,357.8639,1.8079,4.4167,5.8547,21,52,200,7.1667,8.5833,97,36,0,5,11.5,6,11,19,32.8392,58.9742,6.5583,11.0959,14.5078,2.8475,NA,97.5,NA,83.1129,89,88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7.2904,pcv_lowSin_margin_controlled_dfp,poor,12,3.8721793593479243
Yankee Fork,YFI00001-002159,2017-07-30,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4863,"Step Panel 2013,2014,2017,2020",Adaptive Management-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1479152.1764,2518770.87433,-114.7236,44.34325,Yankee Fork,1909,"Step Panel 2013,2014,2017,2020 - Adaptive Management-Treatment",Private Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,23.41,428.774,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,141.66,2560118,0.0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1397,12.4,14.8218,0.1528,20,131,50.2222,51.7778,112,62,0,0.5,40,34.5,14.5,20,14.0903,15.6363,5.6059,6.5776,1.5637,0.7383,NA,100,8.21,82.3638,85.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.7383,pcv_lowSin_margin_controlled_dfp,poor,NA,NA
Yankee Fork,YFI00001-001709,2017-07-30,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4864,Annual,Reconnection-Control,Yankee Fork,Primary Visit,<none>,2017,-1479312.86669,2519763.24801,-114.72803,44.35171,Yankee Fork,1908,Annual - Reconnection-Control,Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,22.87,273.074,BAS - II.C,I.A,-2.2,-0.61,2.35,76.99,2560119,0.0.4,NA,330.7605,5,150.9419,9.2937,2222.2878,4,283.7504,62.4418,1005.9286,4,249.9582,28.2645,0.7894,1.1178,289.3192,3566.6981,4796.9368,684.6878,12.3279,2.1778,16.6854,0.3199,2068.2606,334.6014,1.1565,336.9469,1.172,1,1,0.1806,0.5009,15.1131,0.6045,44.284,0.5866,11.198,0.7981,59.399,1.8822,0.3826,8.9463,6.7155,1.7282,1.3826,1.3826,0.5363,0.2667,422.8552,0,11.8814,0,0,0,0.7862,9.2,13.1085,16,35,99,15.9259,17.9259,97,38,1,3.5,29.5,17.5,23,38.5,20.4844,27.0366,4.1351,5.9704,4.3539,11.9954,NA,96.5,2.33,82.0023,77,70.5,42.3423,9.3511,24.3962,31.1075,6.3029,0,85.6388,43.5505,0.2777,4.0459,29.2156,15.9317,1.1233,0.0653,0,0,13,15.472,pcv_lowSin_planControlled_gravel_bed,poor,13,4.493307046334982
Yankee Fork,YFI00001-001582,2017-07-16,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4865,Rotating Panel 2,Source,Fivemile Creek,Primary Visit,<none>,2017,-1472166.34924,2523593.67642,-114.64926,44.39795,Fivemile Creek,2081,Rotating Panel 2 - Source,Public Lands,Source,Plane-bed,2,17060201,1706020105,170602010502,16,16k,6,6.2,25.83,14.991,MT - II.A.2,I.B.1,-1.39,-1.04,2.31,4.24,2560120,0.0.4,NA,80.9981,5,22.2987,17.4802,282.1328,6,41.1508,60.887,83.1297,1,14.7518,17.9402,3.1856,1.1677,130.0842,463.371,658.3481,78.2013,3.5621,0.5889,5.1181,0.3838,247.4267,130.0842,1,146.0999,1.1358,0,1,0.1009,0.2634,4.6209,0.4128,15.5908,0.2528,3.3513,1.1303,27.6341,1.0912,0.3253,3.7446,NA,3.8437,4.6124,0.7687,0.2561,0.2137,0,17.1104,3.6926,0.7687,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0212,20.0254,10.8413,28.4431,28.4821,0,57.1545,38.4366,0,6.034,30.866,48.5076,3.3824,5.0597,40,8.6324,12,NA,cv_gravel_bed,good,12,9.224794402394757
Yankee Fork,YFI00001-001503,2017-09-24,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4866,Annual,Mainstem Control,Yankee Fork,Primary Visit,<none>,2017,-1479128.59172,2517876.08284,-114.72111,44.33542,Yankee Fork,1895,Annual - Mainstem Control,Private Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,22.87,435.886,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,142.81,2560121,0.0.4,NA,422.8681,1,241.1979,5.7461,3823.0451,3,1135.3657,51.9487,3113.3532,4,1339.407,42.3052,0.5658,1.1607,405.9831,7079.6409,8928.7121,2715.9694,17.4383,1.2824,22.0966,0.3069,6857.1229,405.9831,1,404.0758,1,0,0,0.1772,0.2328,21.306,0.3743,27.6868,0.2303,17.0142,0.4309,49.0655,2.3923,0.768,NA,NA,0.2463,0.7389,0.9853,0.5493,0.61240000000000006,0,0,0,0,0,0,2.5982,4.7949,11.462,24,99,300,15.3333,18.2667,60,68,0,1,29.5,24.5,26.5,35,3.3348,3.4824,0.2921,0.3157,2.8943,0.1483,NA,96.5,2.9,83.5395,73.5,70.5,33.2918,2.6093,20.2306,2.9558,4.8026,0,91.7208,3.6947,5,23.086,23.3916,12.4119,1.3547,0.041,0,0,8,0.2522,pcv_lowSin_margin_controlled_dfp,poor,8,1.9705253740857687
Yankee Fork,YFI00001-000851,2017-09-09,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4867,"Step Panel 2013,2014,2016,2017,2018,2021",Floodplain Enhancement-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1478223.79871,2522479.50429,-114.72128,44.37752,Yankee Fork,1941,"Step Panel 2013,2014,2016,2017,2018,2021 - Floodplain Enhancement-Treatment",Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,24.23,273.074,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,76.99,2560122,0.0.4,NA,166.2441,1,66.3228,4.9567,1554.2042,3,430.0231,46.3397,1633.4908,3,513.1677,48.7037,0.7933,1.0939,293.3485,3353.9388,4713.7879,1009.5136,11.4333,1.0241,16.1296,0.1841,3125.1804,293.3485,1,292.2447,1,0,0,0.1217,0.1149,15.578,0.1996,24.9776,0.1369,11.3896,0.2579,38.8196,1.3514,0.6145,NA,NA,0.3409,1.0227,1.0227,0.4416,0.2568,0,0,0,0,0,0,1.2598,10.6889,16.5142,34,111,284,0.6667,3,50,38,1,1,18.5,11,18,34.5,0.3405,3.3559,0,0,0.112,0.2285,NA,91,NA,79.2978,82,81.5,28.3319,1.5702,7.7562,2.0453,4.7522,0,91.0396,8.1814,5.2478,32.5887,28.367,11.5702,0,0,0,0,7,1.3638,cv_margin_controlled_gravel_bed,poor,7,2.386240256895808
Yankee Fork,YFI00001-000841,2017-09-25,Watershed Solutions,3,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4868,Rotating Panel 2,Depositional,Yankee Fork,Primary Visit,<none>,2017,-1479928.75485,2512904.04141,-114.71874,44.29027,Yankee Fork,1853,Rotating Panel 2 - Depositional,Public Lands,Depositional,Confined,4,17060201,1706020105,170602010505,16,16k,6,6.2,24.3,487.571,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,156.14,2560123,0.0.4,NA,152.6247,1,105.6178,3.9027,1579.4232,4,842.0919,40.3868,2178.6951,4,1295.1418,55.7105,1.0771,1.1273,314.4415,3910.743,5118.9011,2242.8517,12.4371,1.5551,16.3525,0.1856,5503.8114,314.4415,1,313.0344,1,0,0,0.2183,0.0915,16.2507,0.1352,14.4797,0.0998,12.407,0.2343,22.4601,1.8865,1.0843,NA,NA,0.318,1.2721,1.2721,0.7855,0.2336,0,0,0,0,0,0,3.0043,7.96,16.8436,13,182,341,2.6667,6.2667,60,42,11,18.5,21,15.5,21,38.5,2.0594,8.2217,0,0.0704,1.9497,0.1096,NA,88,1.13,65.2307,79,79,25.9345,1.0955,11.508,1.9081,1.2941,0,97.6105,8.2686,0,41.0521,21.5053,2.3895,0.3975,0.0289,0,0,9,4.0323,cv_bedrock_cyn,moderate,9,2.862217614405223
Yankee Fork,YFI00001-000835,2017-08-18,Watershed Solutions,1,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4869,Annual,Floodplain Enhancement-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1479167.58161,2520924.68354,-114.7291,44.36218,Yankee Fork,1921,Annual - Floodplain Enhancement-Treatment,Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,23.15,273.074,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,76.99,2560124,0.0.4,NA,386.9575,4,157.5003,8.724,1983.7208,3,582.0293,44.7231,2064.8833,4,752.8993,46.5529,0.9668,1.0907,351.8154,4435.5745,5970.8155,1492.4288,12.6077,2.3733,17.1218,0.2472,3991.2148,351.8154,1,348.7258,1,0,0,0.1502,0.1185,16.9065,0.1992,26.0372,0.168,12.5608,0.3776,43.1136,1.4335,0.6616,NA,NA,1.137,0.8527,1.137,0.4951,0.3882,0,0,0,0,0,0,1.7903,9.6571,14.1446,12,109,329,11.3333,12.381,50,32,1,11.5,30.5,18,34.5,58,16.539,28.3921,11.715,15.4058,1.9622,2.8617,NA,89,4.5,77.3439,65.5,69.5,35.3633,3.5674,12.2082,7.3902,6.1457,0.5445,92.8501,15.9174,3.8181,29.2854,23.1432,14.0757,1.4212,0.1015,0,0,11,10.244,ucv_lowSin_gravel_bed,poor,11,3.1266397093475726
Yankee Fork,YFI00001-000725,2017-09-06,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4870,Annual,Mainstem Control,Yankee Fork,Primary Visit,<none>,2017,-1479242.61211,2518671.00142,-114.72447,44.34222,Yankee Fork,1901,Annual - Mainstem Control,Private Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,23.41,428.774,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,141.66,2560125,0.0.4,NA,2618.1182,3,1020.2798,33.175,2353.0374,4,710.213,29.816,2920.6967,4,964.9609,37.009,0.6078,1.1663,477.7761,7891.8934,9623.2378,2695.4534,16.518,1.3311,20.3236,0.3188,7345.0995,477.7761,1,473.5015,1,0,0,0.1853,0.1345,20.245,0.2254,29.3698,0.1783,16.4927,0.3793,51.5647,1.8271,0.7344,NA,NA,0.6279,0.8372,0.8372,0.5514,0.3386,0,0,0,0,0,0,2.4651,6.8,14.986,25,80,309,2.381,2.8571,50,48,0.5,5,21.5,11.5,16.5,29.5,1.3919,7.4375,0,0.2078,1.0614,0.3305,NA,97,3.49,84.6651,83.5,78.5,54.1877,1.967,7.7364,1.4651,3.2292,0,92.8763,5.0233,4.607,13.3914,24.6845,9.8032,1.4651,0.0442,0,0,11,2.4029,pcv_lowSin_margin_controlled_dfp,poor,11,2.3023336663345026
Yankee Fork,YFI00001-000727,2017-07-11,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4871,Rotating Panel 2,Transport,Eightmile Creek,Primary Visit,<none>,2017,-1469477.60532,2527095.45011,-114.62464,44.43348,Eightmile Creek,2092,Rotating Panel 2 - Transport,Public Lands,Transport,Pool-riffle,3,17060201,1706020105,170602010502,16,16k,6,6.2,27.34,37.976,MT - II.A.2,I.B.1,-1.45,-1.21,2.3,12.88,2560126,0.0.4,NA,471.6563,8,180.0238,29.968,480.9913,4,99.412,30.5611,508.6023,5,108.8651,32.3154,1.2831,1.2391,188.5813,1461.2549,2620.7992,388.3165,7.7487,0.4005,14.2823,0.4175,1173.7526,188.5813,1,208.9926,1.1389,0,1,0.1835,0.2633,12.6644,0.3952,30.7993,0.2487,7.6518,0.4252,30.7926,1.4471,0.3639,4.6617,NA,4.2422,2.1211,2.6514,0.4566,0.3623,0,112.6187,7.1555,0.5303,1,0.0156,0.8655,2.3,9.2816,13,39,85,4.7222,5.6111,29.9,24,2,12,42.5,35,22.5,35,11.5019,15.7363,5.2217,7.0413,4.2058,2.0743,NA,95,64.66,NA,77.5,57.5,54.2469,8.8533,11.3466,30.2257,2.893,0,89.3146,40.8312,1.3921,0,34.4065,13.1384,26.6198,4.425,60,3.8123,17,4.2338,ucv_lowSin_wandering_gravel_bed,good,17,9.01467961033252
Yankee Fork,YFI00001-000713,2017-09-11,Watershed Solutions,3,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4872,Annual,Adaptive Management-Treatment,Yankee Fork,Primary Visit,<none>,2017,-1479430.18138,2514886.85133,-114.71746,44.30859,Yankee Fork,1877,Annual - Adaptive Management-Treatment,Public Lands,Depositional,Island_braided,4,17060201,1706020105,170602010505,16,16k,6,6.2,23.07,475.023,MT - II.B.2,I.B.1,-1.43,-1.44,2.23,154.33,2560127,0.0.4,NA,2609.375,11,2443.3858,86.3858,45.9972,4,6.4705,1.5228,365.2341,6,79.5204,12.0914,0.4367,1.2406,384.1352,3020.6078,4200.2458,2529.3769,7.8634,1.014,10.8532,1.2214,3319.2506,384.1352,1,387.0036,1,0,0,1.044,0.8915,9.1287,0.4549,17.8512,0.9212,7.3893,0.5412,17.795,5.2916,0.6835,NA,NA,2.8636,1.0413,1.562,0.9827,0.8965,0,0,0,0,0,0,0.0356,12.12,22.8497,16,38,150,49.9394,54.5455,80,58,1,2,25.5,24,12.5,15,15.8693,18.4692,12.4946,14.3783,0.0628,2.0841,NA,99,NA,68.969,87.5,74.5,19.9598,8.8184,67.0262,15.3592,6.6922,0.0462,74.6834,18.4831,13.0908,4.8564,8.1576,28.6476,0,0,0,0,21,2.6808,cv_margin_controlled_gravel_bed,poor,21,5.466825221953104
Yankee Fork,YFI00001-001411,2017-08-10,Watershed Solutions,2,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4873,Rotating Panel 2,Depositional,West Fork Yankee Fork,Primary Visit,<none>,2017,-1483905.72643,2524770.30816,-114.79705,44.38768,West Fork Yankee Fork,1996,Rotating Panel 2 - Depositional,Public Lands,Depositional,Island_braided,3,17060201,1706020105,170602010504,16,16k,6,6.2,23.79,69.889,MT - II.A.2,I.A,-1.91,-1.19,2.27,32.81,2560128,0.0.4,NA,940.5812,10,328.9235,30.9901,1248.6676,3,231.4719,41.1409,416.4228,2,123.7774,13.7202,0.8231,1.2913,285.7857,3035.1006,5417.4141,747.3818,10.6202,0.3188,18.9803,0.3786,1872.1596,512.7562,1.7942,407.7419,1.4286,2,2,0.1543,0.346,17.1412,0.491,43.3761,0.2778,8.9226,0.4889,37.5454,1.2289,0.3354,5.9559,2.2227,3.4991,1.0497,0.6998,0.4313,0.2208,0,429.429,14.1488,0.6998,2,63.209,0.8322,5.0341,8.67,13,33,77,2.6111,8.9444,97,33,5.5,49.5,63,53,53.5,102.5,12.1291,24.7049,8.6871,13.0764,2.1979,0.147,NA,61,29.09,67.5657,46.5,37,59.4082,9.5641,16.6047,21.3447,6.8697,0,85.7947,41.2897,0,0,23.9872,16.4338,10.9348,0.9585,162.5,5.354,15,3.2932,ucv_lowSin_gravel_bed,good,15,5.248688090411801
Yankee Fork,YFI00001-001288,2017-08-11,Watershed Solutions,3,CHaMP 2014,2017-06-23,Yankee Fork Field Season,Boyd Crew,Data Approved,Released to Public,4874,Rotating Panel 2,Source,Lightning Creek,Primary Visit,<none>,2017,-1482545.87635,2527203.66227,-114.78628,44.41149,Lightning Creek,2078,Rotating Panel 2 - Source,Public Lands,Transport,Pool-riffle,2,17060201,1706020105,170602010504,16,16k,6,6.2,26.83,31.901,MT - II.A.2,I.A,-2.27,-1.2,2.34,14.78,2560129,0.0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,2.5319,6.0502,23,72,213,2.3333,5.8889,60,60,7.5,41,69,45,54,100.5,2.3195,3.933,0.053,0.1638,1.5449,0.7216,NA,77.5,1.64,60.7527,46,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.9681,cv_occ_floodplain_pockets,good,NA,NA
