ProgramSiteID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitID,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,MeasurementID,Notes,DataUpdateNotes,UndercutBankID,UTMZone,UTMNorthing,UTMEasting,GPSAccuracy,GPSAccuracyType,EstimatedLength,Width25,Width50,Width75,Bank,AverageWidth,NearestUnitBoundary,AverageDepth,Elevation,ChannelUnitID,ChannelUnit_ChannelUnitNumber,DistanceToNearestUnitBoundary,EstimatedUndercutArea
57903,CBW05583-433579,24,Entiat,8/27/2012,Hitch_8_KC_Entiat_Aug27-31,Kevin Crew,2012,2,Depositional-Public,Annual,590,8/27/2012,806,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,233087,runs to bottom of site,,2,10,5316410,681917,2.18,HDOP,6,0.4,0.4,0.4,Left,0.4,Downstream,0.42,784,1,1,3,2.4
57903,CBW05583-433579,24,Entiat,8/27/2012,Hitch_8_KC_Entiat_Aug27-31,Kevin Crew,2012,2,Depositional-Public,Annual,590,8/27/2012,806,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,233088,not capturing gps,,1,10,5316425,681918,2.17,HDOP,3,1.5,1.5,1.5,Left,1.5,Downstream,0.5,782,1,1,20,4.5
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225691,,,1,10,5316414,681934,1.94,HDOP,15,0.69,0.66,0.41,Left,0.59,,,771,1,1,,8.8
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225692,,,2,10,5316418,681919,2.02,HDOP,1.6,0.57,0.71,0.73,Left,0.67,,,757,1,1,,1.07
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225693,,,3,10,5316412,681896,2.53,HDOP,2,0.71,0.65,0.5,Left,0.62,,,778,1,1,,1.24
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225694,,,4,10,5316435,681905,2.08,HDOP,1,0.39,0.45,0.53,Left,0.46,,,804,1,1,,0.46
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225695,,,1,10,5316598,681805,1.02,HDOP,1.7,0.27,0.35,0.44,Left,0.35,,,777,3,3,,0.6
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225696,,,2,10,5316601,681706,1.01,HDOP,1.4,0.25,0.17,0.39,Right,0.27,,,788,4,4,,0.38
57903,CBW05583-433579,24,Entiat,8/23/2013,Hitch #5 (RM): Aug 21 to Aug 28 (Entiat),Rueben Crew,2013,3,Depositional-Public,Annual,1790,8/23/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,172225697,,,3,10,5316617,681686,1.2,HDOP,10,0.39,1.1,0.72,Left,0.74,,,793,4,4,,7.37
57903,CBW05583-433579,24,Entiat,7/24/2015,Entiat_Hitch_2015,van den Broek Crew,2015,5,Depositional-Public,Annual,3300,7/24/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192631813,,,1,10,5316613,681684,10,Apple Accuracy,7.2,0.62,1.06,1.1,Left,0.93,,,754,8,8,,6.67
57903,CBW05583-433579,24,Entiat,7/24/2015,Entiat_Hitch_2015,van den Broek Crew,2015,5,Depositional-Public,Annual,3300,7/24/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,192631814,,,1,10,5316432,681897,5,Apple Accuracy,15,2,0.55,0.66,Left,1.07,,,789,1,1,,16.05
57903,CBW05583-433579,24,Entiat,9/26/2016,Entiat_ST_2016,van den Broek Crew,2016,6,Depositional-Public,Annual,3990,9/26/2016,2020,1,,,,,,,,,,,Yes,,,,,201283769,,,1,10,5316622,681700,10,Apple Accuracy,10.5,0.34,0.52,1.45,Left,0.77,,,783,8,8,,8.09
58097,CBW05583-465355,16,Tucannon,8/17/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 2-Treatment,Rotating Panel 3,1495,8/17/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,172121655,,,1,11,5143377,441380,2.42,HDOP,4.5,0.2,0.35,0.4,Right,0.32,,,444,3,3,,1.42
58097,CBW05583-465355,16,Tucannon,8/17/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 2-Treatment,Rotating Panel 3,1495,8/17/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,172121656,,,2,11,5143380,441386,2.19,HDOP,3.25,0.5,0.55,0.35,Right,0.47,,,456,3,3,,1.52
58097,CBW05583-465355,16,Tucannon,8/17/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 2-Treatment,Rotating Panel 3,1495,8/17/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,172121657,,,3,11,5143382,441374,8.25,HDOP,2.7,0.2,0.3,0.25,Right,0.25,,,445,3,3,,0.68
58097,CBW05583-465355,16,Tucannon,8/17/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 2-Treatment,Rotating Panel 3,1495,8/17/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,172121658,,,4,11,5143377,441368,1.97,HDOP,5.25,0.55,0.6,0.3,Right,0.48,,,439,3,3,,2.54
58097,CBW05583-465355,16,Tucannon,8/17/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 2-Treatment,Rotating Panel 3,1495,8/17/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,172121659,,,5,11,5143391,441369,1.91,HDOP,2.5,0.45,0.7,0.45,Right,0.53,,,457,3,3,,1.33
58097,CBW05583-465355,16,Tucannon,9/4/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,2017 RP Shifts -temporary,Annual,5032,9/4/2017,2020,1,,,,Yes,,Yes,Yes,,,,Yes,,,,,208532996,,,1,11,5143399,441539,10,Apple Accuracy,1.5,0.25,0.35,0.35,Right,0.32,,,448,12,12,,0.47
58097,CBW05583-465355,16,Tucannon,9/4/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,2017 RP Shifts -temporary,Annual,5032,9/4/2017,2020,1,,,,Yes,,Yes,Yes,,,,Yes,,,,,208532997,"Width was estimated... very hard to get to and in fast water... stuck the rod in at the downstream nod of undercut and measured about 0.5 meters... gps accuracy too high, refer to 2017 site map...",,1,11,5143429,441373,99,Apple Accuracy,2,0.3,0.5,0.5,Left,0.43,,,439,6,6,,0.87
58097,CBW05583-465355,16,Tucannon,9/4/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,2017 RP Shifts -temporary,Annual,5032,9/4/2017,2020,1,,,,Yes,,Yes,Yes,,,,Yes,,,,,208532998,Gps error too high refer to 2017 site map...,,2,11,5143429,441373,99,Apple Accuracy,5,0.45,0.25,0.45,Left,0.38,,,438,6,6,,1.92
58097,CBW05583-465355,16,Tucannon,9/4/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,2017 RP Shifts -temporary,Annual,5032,9/4/2017,2020,1,,,,Yes,,Yes,Yes,,,,Yes,,,,,208532999,Above really good looking scour pool on river right...,,1,11,5143347,441361,99,Apple Accuracy,1.5,0.2,0.2,0.2,Right,0.2,,,449,4,4,,0.3
58097,CBW05583-465355,16,Tucannon,9/4/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,2017 RP Shifts -temporary,Annual,5032,9/4/2017,2020,1,,,,Yes,,Yes,Yes,,,,Yes,,,,,208533000,GPS coordinates are downstream of undercut... could not obtain underneath tree...,,1,11,5143364,441257,10,Apple Accuracy,1,0.25,0.2,0.2,Left,0.22,,,449,2,2,,0.22
58164,CBW05583-453946,12,Upper Grande Ronde,9/27/2012,hitch_10_UpperGrandeRonde_JR_Sept26-Oct3,Jon Crew,2012,2,Upper Grande Ronde Chinook,Rotating Panel 2,584,9/27/2012,806,1,,,Yes,,,,,,,,,Yes,,Yes,,287748,,,2,11,4987673,384463,2.65,HDOP,3.1,0.26,0.26,0.26,Left,0.26,Downstream,0.24,1385,1,1,1.5,0.81
58164,CBW05583-453946,12,Upper Grande Ronde,9/27/2012,hitch_10_UpperGrandeRonde_JR_Sept26-Oct3,Jon Crew,2012,2,Upper Grande Ronde Chinook,Rotating Panel 2,584,9/27/2012,806,1,,,Yes,,,,,,,,,Yes,,Yes,,287749,,,1,11,4987629,384418,3.11,HDOP,4.8,0.32,0.32,0.32,Left,0.32,Downstream,0.19,1362,10,10,0,1.54
58164,CBW05583-453946,12,Upper Grande Ronde,8/14/2015,CRITFC Grande Ronde,Monica Crew,2015,5,Upper Grande Ronde Chinook,Rotating Panel 2,2834,8/14/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,193536757,,,1,11,4987598,384413,5,Apple Accuracy,1.5,0.26,0.28,0.2,Left,0.25,,,1392,11,11,,0.37
58164,CBW05583-453946,12,Upper Grande Ronde,8/14/2015,CRITFC Grande Ronde,Monica Crew,2015,5,Upper Grande Ronde Chinook,Rotating Panel 2,2834,8/14/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,193536758,,,1,11,4987601,384426,10,Apple Accuracy,1,0.34,0.34,0.34,Left,0.34,,,1412,9,9,,0.34
58164,CBW05583-453946,12,Upper Grande Ronde,8/14/2015,CRITFC Grande Ronde,Monica Crew,2015,5,Upper Grande Ronde Chinook,Rotating Panel 2,2834,8/14/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,193536759,,,2,11,4987621,384414,10,Apple Accuracy,2,0.22,0.24,0.23,Left,0.23,,,1376,9,9,,0.46
58579,CBW05583-460402,6,John Day,9/15/2014,Post Fire,Salgado crew,2014,4,Murderers Creek-Depositional-Mainstem,Rotating Panel 1,2401,9/15/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,186553166,,,1,11,4910079,298867,5,,1,0.2,0.2,0.25,Right,0.22,,,905,5,5,,0.22
58579,CBW05583-460402,6,John Day,9/15/2014,Post Fire,Salgado crew,2014,4,Murderers Creek-Depositional-Mainstem,Rotating Panel 1,2401,9/15/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,186553167,,,1,11,4910055,298944,10,,4,0.45,0.4,0.33,Left,0.39,,,911,11,11,,1.57
58579,CBW05583-460402,6,John Day,9/15/2014,Post Fire,Salgado crew,2014,4,Murderers Creek-Depositional-Mainstem,Rotating Panel 1,2401,9/15/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,186553168,,,2,11,4910094,298956,10,,2,0.45,0.2,0.43,Left,0.36,,,906,11,11,,0.72
58608,CBW05583-460671,16,Tucannon,8/15/2012,TucannonHitch,Tucannon Crew,2012,2,Treatment Reach 4-Control 1,Annual,781,8/15/2012,806,1,,,,Yes,,,,,,,Yes,,,,Yes,198986,,,3,11,5129304,448976,0.92,HDOP,3.5,0.14,0.14,0.14,Left,0.14,Downstream,0.22,674,10,10,8,0.49
58608,CBW05583-460671,16,Tucannon,8/15/2012,TucannonHitch,Tucannon Crew,2012,2,Treatment Reach 4-Control 1,Annual,781,8/15/2012,806,1,,,,Yes,,,,,,,Yes,,,,Yes,198987,,,2,11,5129330,448972,0.94,HDOP,8,0.24,0.24,0.24,Left,0.24,Upstream,0.38,677,9,9,10,1.92
58608,CBW05583-460671,16,Tucannon,8/15/2012,TucannonHitch,Tucannon Crew,2012,2,Treatment Reach 4-Control 1,Annual,781,8/15/2012,806,1,,,,Yes,,,,,,,Yes,,,,Yes,198988,,,1,11,5129417,448990,2.04,HDOP,4.5,0.18,0.18,0.18,Right,0.18,Upstream,0.34,695,7,7,5,0.81
58608,CBW05583-460671,16,Tucannon,8/28/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 4-Control,Annual,1496,8/28/2013,1966,1,,,,Yes,,,,,,,Yes,,,,Yes,174456759,,,1,11,5129484,448907,1.2,HDOP,1,0.22,0.25,0.22,Right,0.23,,,649,5,5,,0.23
58608,CBW05583-460671,16,Tucannon,8/28/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 4-Control,Annual,1496,8/28/2013,1966,1,,,,Yes,,,,,,,Yes,,,,Yes,174456760,,,2,11,5129485,448930,1,HDOP,2,0.35,0.45,0.2,Right,0.33,,,673,5,5,,0.67
58608,CBW05583-460671,16,Tucannon,8/28/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 4-Control,Annual,1496,8/28/2013,1966,1,,,,Yes,,,,,,,Yes,,,,Yes,174456761,,,1,11,5129444,448944,1.16,HDOP,4,0.25,0.6,0.5,Right,0.45,,,659,7,7,,1.8
58608,CBW05583-460671,16,Tucannon,8/28/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 4-Control,Annual,1496,8/28/2013,1966,1,,,,Yes,,,,,,,Yes,,,,Yes,174456762,,,1,11,5129446,448955,1.12,HDOP,2,0.6,0.7,0.3,Right,0.53,,,665,8,8,,1.07
58608,CBW05583-460671,16,Tucannon,8/28/2013,Tucannon - All Sites,Andy Crew,2013,3,Treatment Reach 4-Control,Annual,1496,8/28/2013,1966,1,,,,Yes,,,,,,,Yes,,,,Yes,174456763,,,2,11,5129406,448964,1.37,HDOP,2,0.2,0.3,0.6,Right,0.37,,,683,8,8,,0.73
58608,CBW05583-460671,16,Tucannon,8/4/2016,Tucannon Sites,Tucannon Crew,2016,6,Treatment Reach 4-Control,Rotating Panel 3,4160,8/4/2016,2020,1,,,,Yes,,,,,,,Yes,,,,,200520181,,,1,11,5129541,448930,5,,6.5,0.32,0.27,0.25,Right,0.28,,,661,1,1,,1.82
58608,CBW05583-460671,16,Tucannon,8/4/2016,Tucannon Sites,Tucannon Crew,2016,6,Treatment Reach 4-Control,Rotating Panel 3,4160,8/4/2016,2020,1,,,,Yes,,,,,,,Yes,,,,,200520182,,,1,11,5129453,448948,5,,3,0.3,0.27,0.23,Right,0.27,,,672,5,5,,0.8
58608,CBW05583-460671,16,Tucannon,8/4/2016,Tucannon Sites,Tucannon Crew,2016,6,Treatment Reach 4-Control,Rotating Panel 3,4160,8/4/2016,2020,1,,,,Yes,,,,,,,Yes,,,,,200520183,,,1,11,5129311,448980,6,,3.5,0.9,1.05,0.87,Left,0.94,,,683,8,8,,3.29
58608,CBW05583-460671,16,Tucannon,8/14/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,AEM-Treatment Reach 4-Control,Annual,5063,8/14/2017,2030,1,Yes,,,Yes,,,Yes,,,,Yes,,,,,208014726,,,1,11,5129465,448934,5,Apple Accuracy,3,0.33,0.6,0.34,Right,0.42,,,665,2,2,,1.27
58608,CBW05583-460671,16,Tucannon,8/14/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,AEM-Treatment Reach 4-Control,Annual,5063,8/14/2017,2030,1,Yes,,,Yes,,,Yes,,,,Yes,,,,,208014727,,,2,11,5129465,448932,5,Apple Accuracy,3,0.62,0.33,0.51,Right,0.49,,,663,2,2,,1.46
58608,CBW05583-460671,16,Tucannon,8/14/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,AEM-Treatment Reach 4-Control,Annual,5063,8/14/2017,2030,1,Yes,,,Yes,,,Yes,,,,Yes,,,,,208014728,,,3,11,5129449,448949,10,Apple Accuracy,2.5,0.71,0.72,0.81,Right,0.75,,,665,2,2,,1.87
58608,CBW05583-460671,16,Tucannon,8/14/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,AEM-Treatment Reach 4-Control,Annual,5063,8/14/2017,2030,1,Yes,,,Yes,,,Yes,,,,Yes,,,,,208014729,,,1,11,5129442,448957,5,Apple Accuracy,1.5,0.42,0.35,0.2,Left,0.32,,,665,4,4,,0.48
58608,CBW05583-460671,16,Tucannon,8/14/2017,Tucannon Sites 2017 - ELR,Tucannon Crew,2017,7,AEM-Treatment Reach 4-Control,Annual,5063,8/14/2017,2030,1,Yes,,,Yes,,,Yes,,,,Yes,,,,,208014730,,,2,11,5129321,448992,5,Apple Accuracy,2.9,0.49,0.69,0.4,Left,0.53,,,668,4,4,,1.53
58756,CBW05583-469746,6,John Day,7/31/2014,Middle Fork,Salgado crew,2014,4,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,2478,7/31/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185296939,,,1,11,4938229,377922,100,,1.5,0.4,0.6,0.5,Left,0.5,,,1271,3,3,,0.75
58756,CBW05583-469746,6,John Day,7/31/2014,Middle Fork,Salgado crew,2014,4,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,2478,7/31/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185296940,,,1,11,4938195,377917,5,,1.1,0.25,0.3,0.3,Left,0.28,,,1270,5,5,,0.31
58756,CBW05583-469746,6,John Day,7/31/2014,Middle Fork,Salgado crew,2014,4,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,2478,7/31/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185296941,,,1,11,4938163,377906,10,,1.5,0.5,0.33,0.4,Right,0.41,,,1272,10,10,,0.62
58756,CBW05583-469746,6,John Day,7/31/2014,Middle Fork,Salgado crew,2014,4,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,2478,7/31/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185296942,,,1,11,4938147,377864,5,,3.5,0.4,0.45,0.56,Right,0.47,,,1273,11,11,,1.65
58756,CBW05583-469746,6,John Day,7/31/2014,Middle Fork,Salgado crew,2014,4,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,2478,7/31/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185296943,,,1,11,4938133,377861,5,,1.5,0.25,0.29,0.3,Right,0.28,,,1274,13,13,,0.42
58756,CBW05583-469746,6,John Day,7/31/2014,Middle Fork,Salgado crew,2014,4,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,2478,7/31/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,185296944,,,1,11,4938125,377860,5,,1.2,0.54,0.5,0.35,Right,0.46,,,1278,15,15,,0.56
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655269,,,1,11,4938185,377907,5,,1.09,0.2,0.2,0.28,Right,0.23,,,1274,5,5,,0.25
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655272,,,1,11,4938158,377867,4,,2.1,0.46,0.34,0.28,Left,0.36,,,1270,13,13,,0.76
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655274,,,1,11,4938156,377866,5,,2,0.28,0.4,0.44,Left,0.37,,,1273,14,14,,0.75
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655276,,,1,11,4938146,377874,4,,1.2,0.2,0.29,0.21,Left,0.23,,,1276,16,16,,0.28
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655277,,,1,11,4938137,377864,4,,2.5,0.37,0.34,0.3,Left,0.34,,,1271,18,18,,0.84
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655278,,,1,11,4938127,377862,4,,1.1,0.2,0.37,0.2,Right,0.26,,,1284,19,19,,0.28
58756,CBW05583-469746,6,John Day,9/11/2017,Middle Fork,Jen Rogers Crew,2017,7,Greater Middle Fork John Day-Source-Public,Rotating Panel 1,4908,9/11/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,212655279,,,1,11,4938135,377856,5,,1.73,0.49,0.61,0.4,Left,0.5,,,1278,20,20,,0.87
59237,CBW05583-457530,12,Upper Grande Ronde,9/17/2014,CRITFC Upper Grande Ronde 2014,Monica Crew,2014,4,Upper Grande Ronde Chinook,Rotating Panel 1,2023,9/17/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,187061309,,,1,11,5009304,390454,10,,1.3,0.3,0.53,0.22,Right,0.35,,,1034,10,10,,0.46
59237,CBW05583-457530,12,Upper Grande Ronde,9/17/2014,CRITFC Upper Grande Ronde 2014,Monica Crew,2014,4,Upper Grande Ronde Chinook,Rotating Panel 1,2023,9/17/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,187061310,,,2,11,5009304,390443,5,,1.5,0.62,0.35,0.46,Right,0.48,,,1039,10,10,,0.71
59237,CBW05583-457530,12,Upper Grande Ronde,9/17/2014,CRITFC Upper Grande Ronde 2014,Monica Crew,2014,4,Upper Grande Ronde Chinook,Rotating Panel 1,2023,9/17/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,187061311,,,3,11,5009307,390435,5,,2.5,0.42,0.4,0.51,Right,0.44,,,1039,10,10,,1.11
59237,CBW05583-457530,12,Upper Grande Ronde,9/17/2014,CRITFC Upper Grande Ronde 2014,Monica Crew,2014,4,Upper Grande Ronde Chinook,Rotating Panel 1,2023,9/17/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,187061312,,,1,11,5009347,390395,5,,2.5,0.3,0.43,0.47,Left,0.4,,,1045,8,8,,1
59237,CBW05583-457530,12,Upper Grande Ronde,9/17/2014,CRITFC Upper Grande Ronde 2014,Monica Crew,2014,4,Upper Grande Ronde Chinook,Rotating Panel 1,2023,9/17/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,187061313,,,1,11,5009344,390399,5,,1.6,0.24,0.25,0.21,Left,0.23,,,1051,7,7,,0.37
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362113,,,1,11,5009257,390488,10,,16,0.32,0.47,0.55,Right,0.45,,,1039,13,13,,7.15
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362114,,,1,11,5009298,390444,10,,5.5,0.22,0.79,0.51,Right,0.51,,,1040,11,11,,2.79
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362115,,,2,11,5009306,390439,10,,4,0.26,0.24,0.22,Right,0.24,,,1040,11,11,,0.96
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362116,,,1,11,5009304,390443,10,,3,0.79,0.7,0.24,Right,0.58,,,1040,12,12,,1.73
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362117,,,1,11,5009342,390393,10,,9,0.37,0.32,0.37,Left,0.35,,,1043,8,8,,3.18
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362118,,,1,11,5009556,390381,10,,10,0.29,0.22,0.25,Right,0.25,,,1039,2,2,,2.53
59237,CBW05583-457530,12,Upper Grande Ronde,10/2/2017,CRITFC UGR,Lauren Crew,2017,7,Upper Grande Ronde Chinook,Rotating Panel 1,4740,10/2/2017,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,209362119,,,2,11,5009570,390390,10,,5,0.28,0.58,0.43,Right,0.43,,,1040,2,2,,2.15
59310,CBW05583-473983,16,Tucannon,7/19/2012,TucannonHitch,Tucannon Crew,2012,2,Tributary,Rotating Panel 2,783,7/19/2012,806,1,,,,Yes,,,,,,,Yes,,,,Yes,167598,,,1,11,5114391,444560,1.17,HDOP,2.5,0.25,0.25,0.25,Right,0.25,Downstream,0.3,990,7,7,1,0.63
59310,CBW05583-473983,16,Tucannon,8/13/2015,Tucannon Sites 2015,Tucannon Crew,2015,5,Tributary,Rotating Panel 2,3015,8/13/2015,2020,1,,,,Yes,,,,,,,Yes,,,,,193311526,,,1,11,5114498,444556,10,Apple Accuracy,1.5,0.32,0.45,0.41,Left,0.39,,,992,5,5,,0.59
59602,CBW05583-468458,12,Upper Grande Ronde,7/2/2013,CRITFC - Upper Grande Ronde,Laurinda Crew,2013,3,Upper Grande Ronde Chinook,Rotating Panel 3,1337,7/2/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,171394113,,,1,11,4992556,395233,0.93,HDOP,1.1,0.25,0.3,0.28,Left,0.28,,,1322,11,11,,0.3
59602,CBW05583-468458,12,Upper Grande Ronde,7/2/2013,CRITFC - Upper Grande Ronde,Laurinda Crew,2013,3,Upper Grande Ronde Chinook,Rotating Panel 3,1337,7/2/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,171394114,,,2,11,4992578,395223,0.96,HDOP,2,0.6,0.45,0.45,Right,0.5,,,1327,11,11,,1
59602,CBW05583-468458,12,Upper Grande Ronde,7/2/2013,CRITFC - Upper Grande Ronde,Laurinda Crew,2013,3,Upper Grande Ronde Chinook,Rotating Panel 3,1337,7/2/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,171394115,,,2,11,4992607,395168,0.88,HDOP,1.8,0.25,0.35,0.4,Left,0.33,,,1314,7,7,,0.6
