ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Maximum Depth (m),Thalweg Exit Depth (m),Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,ParentGlobalID,CreationDate,Creator,EditDate,Editor
193,baa5cd68-a0fe-4fe5-a040-8c8b279fdf26,Pool,190,1,0.55,0.27,0.1,,0.1,,0.8,,,,,,,,,,,,70,20,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
194,585a864b-513d-46ad-8fff-8af8c570e54d,Riffle,191,1,0.2,0.2,0.1,,0.1,,0.8,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
195,0f75482f-8d14-42f5-bd04-dbe51625798a,Pool,192,1,0.43,0.19,0.4,,,,0.6,,,,,,,,,,,,60,30,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
196,7b4f4fca-1594-4ff2-a7c9-35e3562b3cca,Riffle,193,1,0.22,0.22,0.2,,,,0.7,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
197,539379e3-d6fc-46b9-926d-5a249896d73c,Pool,194,1,0.44,0.27,0.1,,0.1,,0.8,,,,,,,,,,,,70,20,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
198,5dc588ee-97ce-445b-9b7c-77c1d9a7d11a,Pool,195,1,0.53,0.25,,,0.2,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
199,dba9d7ac-4935-4e46-a4b9-a6afede2062b,Riffle,196,1,,0.21,,,0.3,,0.7,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
200,ada06e9f-f190-4e8b-bbaa-524354f28e10,Pool,197,1,0.55,0.22,,,0.3,,0.7,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
201,fcd68b88-2a85-4049-aa04-1a44379acb8c,Riffle,198,1,0.33,0.25,,,0.2,,0.8,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
202,8c7187b0-5aac-4003-9ead-5ebff5ab846b,Pool,199,1,0.62,0.21,,,0.3,,0.7,,,,,,,,,,,,60,30,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
203,53954496-0508-43b5-934f-7700a0b2fcea,Riffle,200,1,0.41,0.27,,,0.2,,0.8,,,,,,,,,,,,40,50,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
204,a7bf614a-a465-4a3b-a951-b51d03d0d8bd,Pool,201,1,0.43,0.21,,,0.1,,0.9,,,,,,,,,,,,70,20,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
205,dbe8ef38-83fa-4e5e-9b0d-0f1bb810013e,Riffle,202,1,0.23,0.2,,,0.1,,0.9,,,,,,,,,,,,30,40,30,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
206,485b516a-d8de-4576-b543-2557df140980,Pool,203,1,0.62,0.22,0.1,,0.1,,0.8,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
207,bce1f14c-9445-4580-b855-a82a3e78c288,Riffle,204,1,,0.2,,,,,1,,,,,,,,,,,,40,40,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
208,783d3c09-c606-4c47-9918-c6fd22e707e1,Pool,205,1,0.7,0.2,,,0.1,,0.9,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
209,734f5b4d-41c9-48b3-9b50-bfe9c067acd1,Riffle,206,1,,0.21,,,,,1,,,,,,,,,,,,30,50,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
210,65577bfd-cad1-4550-a61b-6e1a434922ae,OCA,207,1,0.7,0.2,,,0.3,,0.7,,,,,,,,,,,,100,,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
211,88cb4cd5-a9be-494a-bdce-b55e3510b2d1,Pool,208,1,0.53,0.17,,,0.2,,0.8,,,,,,,,,,,,60,30,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
212,6780c802-7d76-4712-81f8-53748371dda7,Riffle,209,1,0.29,0.29,,,0.1,,0.9,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
213,baaf8454-6f58-43b2-92cc-e16ea03d89b0,Pool,210,1,0.8,0.24,,,0.1,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
214,57aa1bb1-c2dd-4475-a67c-368b66a0338d,Riffle,211,1,0.2,0.27,,,0.1,,0.9,,,,,,,,,,,,30,50,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
215,f631b025-7fc6-4177-8a69-e3d914f69ef8,OCA,212,1,0.1,0.1,,,,,1,,,,,,,,,,,,100,,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
216,ed50f4f7-b905-4088-8389-7369aa99f402,Pool,213,1,0.61,0.23,,,0.2,,0.7,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
217,73d2ef44-2220-4e1e-bd15-194dbf8dd377,Riffle,214,1,0.27,0.21,,,0.1,,0.9,,,,,,,,,,,,30,50,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
218,29709357-7f73-4e4a-88c8-e9af0d4ec996,Pool,215,1,0.5,0.21,0.1,,,,0.9,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
219,9a3bda09-0c76-4698-96b5-5b378ed02eda,Riffle,216,1,,0.17,0.2,,0.1,,0.7,,,,,,,,,,,,30,40,30,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
220,ae3176f6-3719-49ab-9059-2d8573a63024,Pool,217,1,0.62,0.2,0.1,,0.2,,0.7,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
221,9c267762-8ccf-4b1d-b995-b3fd54252431,Run,218,1,0.41,0.19,,,0.1,,0.9,,,,,,,,,,,,70,20,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
222,cc71baaa-7fcb-4dd9-a7c8-430bbd6c7dbb,Run,219,8,0.3,0.3,,,,,1,,,,,,,,,,,,90,,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
223,c328faff-0418-42ce-8a44-0fe99decba73,Pool,220,8,0.43,0.27,,,,,1,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
224,6911ef7a-e747-4333-a754-9d51287a2ce7,Pool,221,1,0.54,0.3,0.1,,0.2,,0.7,,,,,,,,,,,,70,30,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
225,24b18169-518b-4279-8442-60a99cfd783a,Riffle,222,1,0.21,0.19,,,,,1,,,,,,,,,,,,40,50,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
226,ae5b41e3-a1ac-455d-ac35-7f8ed713de06,Pool,223,1,0.41,0.2,,,,,1,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
227,6a510b7f-91a3-4482-9802-c813160558a0,Riffle,224,1,0.2,0.2,,,,,1,,,,,,,,,,,,30,50,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
228,db37fe06-a3c5-4ea8-9130-f3d1697271b7,Pool,225,1,0.49,0.19,0.1,,0.3,,0.7,,,,,,,,,,,,70,30,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
229,5738c9eb-259d-49a2-a281-0355452d158e,Riffle,226,1,0.25,0.19,,,,,1,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
230,2e8eab77-99e1-4081-8634-5a00468fd413,Pool,227,1,0.47,0.25,0.1,,,,0.9,,,,,,,,,,,,60,40,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
231,f982c0c0-1a14-4bb3-bd0d-3a15699bafb3,Run,228,1,0.59,0.2,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
232,b1978ba0-d211-4f52-aef7-262748585ecc,Pool,229,1,0.43,0.23,0.2,,,,0.8,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
233,5960a4ad-c898-45ab-a2b0-503f8719b1de,Riffle,230,1,0.33,0.2,0.1,,,,0.9,,,,,,,,,,,,60,30,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
234,5a8780b0-5f91-4188-9efb-30b6db10a0c6,Pool,231,1,0.45,0.2,0.1,,,,0.9,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
235,ffc38353-c65a-4e85-88ec-e7c072637878,Riffle,232,1,0.37,0.2,0.1,,,,0.9,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
236,fb130487-0d0b-4f4e-8b60-cf27016c7a2e,Run,233,1,0.27,0.25,0.1,,,,0.9,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
237,da6b798f-de60-4bac-83b8-0700d22692d0,Pool,234,1,0.61,0.23,,,0.1,,0.9,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
238,1f9b4faf-7d79-4213-8f6d-0787a01ae5d3,Riffle,235,1,0.23,0.23,0.4,,,,0.6,,,,,,,,,,,,60,40,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
239,67805abb-ffc3-44bd-b214-89543504a866,Pool,236,1,0.47,0.25,0.3,,,,0.7,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
240,0446f060-425a-4976-8f19-f9022cdcb0ac,Riffle,237,1,0.21,0.15,,,,,1,,,,,,,,,,,,20,40,40,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
241,bfcb411a-c617-494a-8e42-9d4d355aa911,Pool,238,1,0.4,0.21,,,,,1,,,,,,,,,,,,80,10,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
242,5b9e3307-0f48-4d2f-8bf2-1f2488a4958f,Riffle,239,1,0.2,0.18,,,,,1,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
243,74ca447b-c18b-4b83-8a83-d5bd0c237618,Pool,240,1,0.41,0.21,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
244,d76a8c4b-93a4-46bd-9e47-dd1a37b86ea1,Riffle,241,1,0.2,0.19,,,,,1,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
245,0279d185-5bd6-43b4-ab2e-25f4ca0e6fb2,Pool,242,1,0.45,0.21,,,,,1,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
246,db11ea6b-11a4-433a-bff4-cebed5bd6f10,Riffle,243,1,0.23,0.23,,,,,1,,,,,,,,,,,,30,50,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
247,c3880414-1a1d-4932-9a6b-f3b686450fea,Pool,244,1,0.47,0.22,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
248,1067b5f8-a91a-4725-858d-3a8752136dc3,Riffle,245,1,0.16,0.16,,0.1,,,0.9,,,,,,,,,,,,30,70,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
249,dc6ea165-15c4-467a-92cf-a2c2880a8064,Pool,246,1,0.56,0.15,0.1,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
250,c1d5a815-088b-447d-b9b1-7093d1a43b0a,Riffle,247,1,0.26,0.2,,,,,1,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
251,b85276f2-cf68-4b00-acf9-fdb556a38712,Pool,248,1,0.4,0.2,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
252,f56d1035-c573-4135-8856-bf11e50b3f25,Riffle,249,1,0.29,0.29,,,,,1,,,,,,,,,,,,30,40,30,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
253,85a4d829-5f15-4e80-9dc1-9278a8c861f1,Pool,250,1,0.53,0.19,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
254,19b6f25f-83a1-4b43-ba54-98f6873a2e91,Run,251,1,0.34,0.21,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
255,ef793c59-ed2f-4717-9eeb-68fdde20bf31,Pool,252,1,0.53,0.23,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
256,5a026483-2d0e-45b7-8a96-627b656c4eb8,Pool,253,1,0.45,0.24,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
257,b41923cd-cdf8-4425-8f8c-78f63daf89f0,Pool,254,1,0.42,0.2,0.2,0.1,,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
258,8b6733a8-35cb-47d9-8ece-3d1ad7b5b795,Riffle,255,1,0.23,0.2,,,,,1,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
259,71b637a1-ffe8-4b34-8dd8-852ab045ab1a,Pool,256,1,0.34,0.18,0.1,,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
260,a197e9b1-6fd9-4a89-83c0-e2daf596a216,Riffle,257,1,0.35,0.14,0.2,0.1,,,0.8,,,,,,,,,,,,30,50,20,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
261,afb9463c-9368-40a3-bf25-210a627abad6,Run,258,1,0.31,0.31,0.2,,,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
262,546f070e-e21a-452f-a8df-6697ebbb92fa,Riffle,259,1,0.2,0.15,0.1,0.2,,,0.8,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
263,8c8a9b5d-acb8-4fd4-a6fc-b804389ed697,Pool,260,1,0.42,0.26,0.7,,,,0.3,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
264,539aee07-59be-4bdf-bb9f-b033713efda9,Pool,261,1,0.41,0.2,,,,,1,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
265,ffec11f4-2de2-472d-84f5-a75d3793ebeb,Riffle,262,1,0.25,0.21,0.5,0.1,,,0.5,,,,,,,,,,,,60,40,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
266,e03cfada-b89c-46ea-9904-aa8b9c6845a2,Pool,263,1,0.49,0.21,0.4,,,,0.6,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
267,f182f574-a28c-44c2-9ba6-dce6702ef2cd,Riffle,264,1,0.31,0.29,0.2,0.1,,,0.7,,,,,,,,,,,,70,30,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
268,40b7ad01-d0af-4665-aace-5b78e8135d30,Pool,265,1,0.43,0.23,,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
269,b777f4bc-529c-405c-a562-438581d74857,Riffle,266,1,0.26,0.22,0.1,,,,0.9,,,,,,,,,,,,60,40,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
270,ba2e8e42-fba6-4356-a33a-3e678a0d9044,Pool,267,1,0.57,0.22,0.2,,,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
271,573a29d2-b4e8-4d6e-b445-7430cfbe0024,Riffle,268,1,0.29,0.21,0.4,0.1,,,0.6,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
272,30301953-bc63-4dc2-b701-3cce560260de,Pool,269,1,,0.2,,0.1,0.1,,0.8,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
273,6b26de08-6339-48ad-a4cd-6ec4e21ad590,Riffle,270,1,,0.18,,,,,1,,,,,,,,,,,,30,40,30,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
274,ac413e72-ece6-4940-b1be-2d74302a7af7,Pool,271,1,0.5,0.2,,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
275,3806dd1f-e55b-4e40-9c49-cf81c8e8e73b,Pool,272,1,0.53,0.22,0.3,,,,0.7,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
276,a3b4ca1f-4316-4848-ba83-14e1025f1b25,Riffle,273,1,0.26,0.2,,,,,1,,,,,,,,,,,,50,40,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
277,961eefe1-fb94-4f52-892e-ed218cf1cb88,Pool,274,1,0.55,0.21,,0.2,,,0.8,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
278,c1a14a4e-e884-4bfb-849b-529095a88cc4,Riffle,275,1,0.27,0.23,0.1,0.3,,,0.7,,,,,,,,,,,,40,50,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
279,3fbca2b8-3b31-49e5-ab9c-ef1c0cd84121,Pool,276,1,0.65,0.28,,0.4,0.1,,0.6,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
280,9fc83dad-d85d-4b42-a255-323cf1565a55,Riffle,277,1,0.26,0.24,0.1,,,,0.9,,,,,,,,,,,,50,40,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
281,3cdf90ba-f278-4840-911e-7404c2c92cd5,OCA,278,1,0.12,0.1,,0.4,0.1,,0.6,,,,,,,,,,,,100,,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
282,d036c744-6251-45f5-a75e-1812d8809a11,Pool,279,1,0.47,0.18,,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
283,665a0fb6-b9fc-477b-a691-37117c917cde,Riffle,280,1,0.21,0.21,,,,,1,,,,,,,,,,,,30,60,10,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
284,07b6cf17-0e3c-4f55-a7cb-fe588c179695,OCA,281,1,0.47,0.1,,0.7,,,0.2,,,,,,,,,,,,100,,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
285,22a2719a-27a8-4048-9ec5-2bdce9ee1c06,Pool,282,1,0.59,0.22,,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
286,94d41d1e-8df8-4e6e-aedd-8bd227d93cc7,Riffle,283,1,0.24,0.24,,,,,0.9,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
287,902783f0-e5ef-4e63-a954-70e1f3ad037e,Pool,284,1,0.55,0.19,,0.1,,,0.9,,,,,,,,,,,,90,10,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
288,f42db946-3e5c-421d-9bd8-63c7006a6eb9,Riffle,285,1,0.3,0.3,,,,,1,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
289,3b370989-be07-48c7-93c7-3a43d62614b6,Pool,286,1,0.47,0.15,,0.1,,,0.9,,,,,,,,,,,,80,20,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
290,e9f5c2b2-e937-485d-97b2-893e59567d11,Riffle,287,1,0.19,0.19,,,,,1,,,,,,,,,,,,40,60,,,8283f953-20ae-4fdd-9e33-feef42407684,5/22/2019 14:16,richie@qcinc.org,5/22/2019 14:16,richie@qcinc.org
